Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
29,43,0,3915623216238716628354265509140447070952457650850124121113600
30,41,1,3098037981097269771829152395354874125301516188874758066304000
31,39,2,2491560291956349977119560286461924986851412174287821794688000
32,37,3,2031148456239897848506813245572881560257222208962421830092800
33,35,4,1674245473110768255948178192443092155575042252905014234982400
34,33,5,1392528969238731808183445009800121295113408101197821514393600
35,31,6,1166838432158305486247969863605964077361182144505202607744000
36,29,7,983959085570232178241285994301253587204297035591041228928000
37,27,8,834530050199589383707966094733951440744802699412855529472000
38,25,9,711668000330622692799789617167055149260237662639022325248000
39,23,10,610068244241370479763394827912244426955039459221805214720000
40,21,11,525428347543939450626132874570586170311623116353272726400000
41,19,12,454081742007026113704962128708609307410476090253234089600000
42,17,13,392760450173626670735533812907249295979419494431858806400000
43,15,14,338440856069787274721617607167464934404183714783105528000000
44,13,15,288270744046999688503764771356880300536830952340323400000000
45,11,16,239637573972652162875626633172429941100015508190987280000000
46,9,17,190520995001092492223006005505438846630977807889615760000000
47,7,18,140328652863576801415571047110076292992445582666515920000000
48,5,19,91199756990691143883005974796619565212473226744544080000000
49,3,20,48721034972453180357908396564649441992355688855378000000000
50,1,21,19465690566969649235357557101871873630473775511250000000000
