Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
14,58,0,21711338893189122809034552368061895816418925890145465139200
15,56,1,10669427952744872796530501163717535309609765848893816832000
16,54,2,5577448360524865150930655780747668937608696205849001984000
17,52,3,3083913982606961428134678424992015102068449018170310656000
18,50,4,1793876917087507478763216092427261370103377359180201984000
19,48,5,1092072202882125250642248321231168379988637978016481280000
20,46,6,692316775303221557657977196763784892430768195620044800000
21,44,7,454847697415803044553104067074815613432839476859699200000
22,42,8,308287841990209702174116540917559141278991274052812800000
23,40,9,214657993606490124671643547753746887030169185157120000000
24,38,10,152972617810270019629537494881594727561061878988800000000
25,36,11,111223134497911909129465410028466258497449512140800000000
26,34,12,82306414816612615379647872521942286527115352473600000000
27,32,13,61882756477702213809277804614925254414835757875200000000
28,30,14,47213588496540099250105499580796621361838116044800000000
29,28,15,36514349230613022029083749031188623240600739840000000000
30,26,16,28585709335300811141665946143284422797814169600000000000
31,24,17,22597652211150980349012026945650228665845022720000000000
32,22,18,17958674695675867132628004498998480206029127680000000000
33,20,19,14233940315300912417869704538332577656471552000000000000
34,18,20,11094522930073138365813139634202422227756646400000000000
35,16,21,8292361626089173015778869638036601669484544000000000000
36,14,22,5667170206422380186098810642068414281023488000000000000
37,12,23,3202590345844796806353432001159454019846144000000000000
38,10,24,1137368534038339052723648748075320119197696000000000000
