Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
38,34,0,5921774467761765023031029751035128005414096757839053028710400
39,32,1,5359037148540601686874246499486736317510918437924415836416000
40,30,2,4860511216197633776738423411228123271527024678121965039846400
41,28,3,4412810804581384398418126288259771056442757380572547032550400
42,26,4,4007949864705007680222636344860034529737014383454726765670400
43,24,5,3641417406322937668055725336710213853541910595228642359628800
44,22,6,3310441381033977314554592917468618632585712225665151055278080
45,20,7,3012552139454389817060207166897814709611622446288076848281600
46,18,8,2744528744523384408975603431208863007367992775756724166988800
47,16,9,2501701325179524416143539709964553221212252787357647164595200
48,14,10,2277501306489062425718758238739526779676898897321391083904000
49,12,11,2063175310819876159241420741661183459121047580203938050944000
50,10,12,1847745382400879200287883023161747640014160284331333475200000
51,8,13,1618653588770904653347897650277899051435758862438692496000000
52,6,14,1364100874022495131520102873234670345275933985120542006400000
53,4,15,1078581569003388148340988773001108352443595806983491344000000
54,2,16,772019437660774184282782400098027430377922722125205776000000
55,0,17,477090611588041555010055902712144778053408396491362320000000
