Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
10,56,6,1594864463295578131476569581556210074434949860556800
11,54,7,5012431170357531270354932970605231662509842418892800
12,52,8,9720541280164839355020435155152062503314273807564800
13,50,9,15142962448380289975911916640354271376439390055628800
14,48,10,20899393218751746012953935057925832662405581405716480
15,46,11,26798978591399733252280444214426342952671044167475200
16,44,12,32769363668002409986814478789117804618856872487526400
17,42,13,38791480333929348072298335511057768483457312891289600
18,40,14,44856353113556316136641705835826297885306588911902720
19,38,15,50943454727626336755594233718071556698841866681241600
20,36,16,57017114870244885202546011805839715220263070410752000
21,34,17,63036668777124342512629418871935496145505428205568000
22,32,18,68973517398057036343221557250485231430796179443712000
23,30,19,74825000691802146195290924619400620714984317091840000
24,28,20,80614453639023616261196738907619965314824390479360000
25,26,21,86369884082113973263891201058662595223021997440000000
26,24,22,92076102829592268897635518790958200572119130944000000
27,22,23,97593020013250992606352712128981160704026735840000000
28,20,24,102526933523111733560959945624932244593662711616000000
29,18,25,106039003646737538573865050091805515511108617600000000
30,16,26,106596379260566089717188953366656603006408128000000000
31,14,27,101772476879564797157571781939663377601877868000000000
32,12,28,88506511994570118279671570350729300726165632000000000
33,10,29,64854866681730009582658807940472280386925440000000000
34,8,30,34479885867281003141663977892234802226993920000000000
35,6,31,10235010914042834739662512675748838367272000000000000
36,4,32,1119090031603772363334397741311945880704000000000000
