Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
11,61,0,9488083137221498754139439496406382495694458658081905049600
12,59,1,9488083137221498754139439496406382495694458658081905049600
13,57,2,7921864433267288325376853450246898899458953540708030873600
14,55,3,6241876072823887830605386312987103057563631275031337369600
15,53,4,4841911257059457162221389584622045139591010462103739596800
16,51,5,3766238002565877906865304221210107724098712841889418444800
17,49,6,2962712907269439414891348351359477088481110920092569600000
18,47,7,2365776939375535275930701136573532648418278052177689190400
19,45,8,1919721576559302080176527688274131684311820946951706378240
20,43,9,1582395202958757077332779106830480376735241758601443737600
21,41,10,1323355027855176635046772220374327083076175368852432896000
22,39,11,1121056670929823187928967563724611225102683294959883264000
23,37,12,960393683145402970900829118325371255664985479597418496000
24,35,13,830817035785523465613192117106135602982625607216046080000
25,33,14,724953533723771385245397524561479053894037460097177600000
26,31,15,637592769893226901560777041214460461586611148980000000000
27,29,16,564940992292436574629750456495120950558535630513664000000
28,27,17,504075177697777782062554749327416991986700305410560000000
29,25,18,452546553512422022626074723599563962067793114812800000000
30,23,19,408084870963777975913853905813010088346060407159360000000
31,21,20,368358211202717166140498858436293176579481956003200000000
32,19,21,330761119477713737991949054283904950408454957465600000000
33,17,22,292253617285795168885201175268816469162111477862400000000
34,15,23,249392770245461548393729973205703720699899883392000000000
35,13,24,198952187202026031078643714526705308673651956224000000000
36,11,25,139919156237939615073974542794083239021841664000000000000
37,9,26,77608294893492244689825752967183859407801100800000000000
38,7,27,27268521674715080970597596278928854088245152000000000000
39,5,28,3941914968068423142691630280194639749055296000000000000
