Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
9,45,18,23183587808948692737291767860055162880
10,43,19,200221894713647800912974358791385497600
11,41,20,1000000825203268640218731293631393792000
12,39,21,3797742574716042236261975359037964288000
13,37,22,12179602398552625759092249229712474112000
14,35,23,34758341897419466569846016085464432640000
15,33,24,90884280885050403060840121595464581120000
16,31,25,221509477809102296588671190919905280000000
17,29,26,508614463560034780018671230176555008000000
18,27,27,1108367614013045399879497232548147200000000
19,25,28,2306978070789547675946758099739811840000000
20,23,29,4615971698860647857944567397879316480000000
21,21,30,8931938109885144888343956753301094400000000
22,19,31,16780565964028031573810470780955443200000000
23,17,32,30590319974524749381285474450820300800000000
24,15,33,53598241229640960911180641276133376000000000
25,13,34,87777194870911066153883709984645120000000000
26,11,35,124886252865117370544143489815552000000000000
27,9,36,122615593722115236534249971818905600000000000
