Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
47,25,0,6497269321132047553018464180890603279302928598385908490521600
48,23,1,6304381568116759966101764711274144019081168149140768642411520
49,21,2,6084260139132848166164979778107250562312917009724386544025600
50,19,3,5846294139319395536481382473853070034098807460611258155776000
51,17,4,5600249957027176888437224491607437480487255326573405687680000
52,15,5,5353544066940155899681277554427269404484685479711813304140800
53,13,6,5109015621108581572820349420370501829781392976079002676185600
54,11,7,4863207149527517568732420629242463706687029925508671783360000
55,9,8,4604963905362114571236232692133108102268921794573939134336000
56,7,9,4314407317731315409225393183101881604779665794597887284300800
57,5,10,3963177935280512565757227304583103509269686194548717817241600
58,3,11,3518455035407428173383358017449461002128350859388366811801600
59,1,12,2955168502924225439349341534727399046874715359147309886489600
