Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
41,31,0,6218220879316488930409100475169538799485436679393444826380800
42,29,1,5794911179739822149812979876574063804865304319374514755750400
43,27,2,5394329631209331745627801734975565991840146350943898850624000
44,25,3,5013362797763928719755405656324302377531473278216056351680000
45,23,4,4652297563356893842846629117434625073615572717144890243078400
46,21,5,4312963991406184706869804636401909069756993969677252171116800
47,19,6,3996960836209851001094844255500060618961006160278655576128000
48,17,7,3704219316265417174425805030781160779216553419642019496289280
49,15,8,3431978090410605122097109185752863001868750701274261876894720
50,13,9,3174074640948909504389020941094733063149079934061841148288000
51,11,10,2920444997330664796507789280780700546515581003341169386240000
52,9,11,2656936335292474918331057438052954004889037831149569547520000
53,7,12,2366050976200435339725599371382018020062187074710770507200000
54,5,13,2030114442683667278539511517451078305740904355224148524480000
55,3,14,1639196686503990165856549047322130639531976444415873228800000
56,1,15,1204755793211082768433621770961694983377142600042042512000000
