Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
6,35,31,28837919555681211870935040
7,33,32,341814164145280246587847680
8,31,33,2343845605705499102707019520
9,29,34,12084049018897564384934818560
10,27,35,51454171726999965251314066080
11,25,36,188707854034520418724412766480
12,23,37,608721704662890719337735458160
13,21,38,1752183529761422520998372297160
14,19,39,4573427980994754612398200292760
15,17,40,10982150821850079761404226712000
16,15,41,24460024421075048141262734808000
17,13,42,50377164181243486876030665924000
18,11,43,93850582056726018606569991504000
19,9,44,149200299689795340120655635114000
20,7,45,176756696839330930270323525150000
21,5,46,118115792692307746588020193425000
22,3,47,31243553947483654651279279875000
23,1,48,2351253139606131883777254600000
