Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
8,45,19,23183587808948692737291767860055162880
9,43,20,181253504688144325037008366905885818880
10,41,21,819170551890944580588249545797150310400
11,39,22,2807199760594629082693214556036753868800
12,37,23,8084109975144502496323859534426379955200
13,35,24,20579183926107888675705229722308319014400
14,33,25,47617069437163511505171440275899176064000
15,31,26,101808216832291214091646065204595997340000
16,29,27,203307864005602493702980630225506175680000
17,27,28,382411354841839174755879159583171893120000
18,25,29,682832374826740540544310592880303527680000
19,23,30,1165911041613289514384005887809550063600000
20,21,31,1914711384254415423075875377442156616000000
21,19,32,3033349486490955897337368151270278864000000
22,17,33,4628226712591729116166280183230526496000000
23,15,34,6739562293263787259601564870977680338000000
24,13,35,9163764801608554165860531338387308560000000
25,11,36,11113475681092277133171310805895870000000000
26,9,37,10930841063184378372258283441307928000000000
27,7,38,7137017661882184990566563276539173000000000
28,5,39,2224154067864905042273801453135076000000000
29,3,40,220063009102975933899489055410840000000000
