Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
6,30,36,88832646059788350720
7,28,37,1586734850309322954240
8,26,38,16589354837096413532160
9,24,39,132076786587652215429120
10,22,40,880095789643618259712000
11,20,41,5118287570977070730240000
12,18,42,26507341946533882097664000
13,16,43,124011512478224630138880000
14,14,44,534282932927017781515008000
15,12,45,2154870374793326334144000000
16,10,46,8149327962854761409126400000
17,8,47,27826124112482710965350400000
18,6,48,71552890574955542482329600000
