Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
19,53,0,561826442193549984835467681177994811136934273053687749836800
20,51,1,340900738918218297049042994326357920296416333986156591513600
21,49,2,215552512090416893600243259233512048352364745758550614835200
22,47,3,141432923015211303137693462136675953376515786720536428748800
23,45,4,95905675604362425473004577955441084918298018891126430310400
24,43,5,66945639965814522251402938166174900236510109382992203776000
25,41,6,47924862835081708097572783404225754263107212899824793600000
26,39,7,35064010927525237975580796406558478900182568451229670400000
27,37,8,26139411003397130698281342113356565248797001223918745600000
28,35,9,19803809260478714577712547978297923215374898732695040000000
29,33,10,15217689947714431472319234534560906268439385873712384000000
30,31,11,11843065395092320985136749255891809648931817140251680000000
31,29,12,9325095987412935762860501424125871292873839115473120000000
32,27,13,7422692343621405042156715584876576612553550313638400000000
33,25,14,5967115684008254323306266328879101596862662614060800000000
34,23,15,4836796234485266256005781210821735408474575014249600000000
35,21,16,3941604703653417042399756795628888380840753661824000000000
36,19,17,3212739423019698093311687383211965162650024410112000000000
37,17,18,2596234446021112831727944995917745414249745125888000000000
38,15,19,2049429546145264201079596233587790151294486742400000000000
39,13,20,1540972642776395900288833157504622997178854172160000000000
40,11,21,1056084911645509187372816492018512873652572492800000000000
41,9,22,608357241633595030120193873145502647967791091200000000000
42,7,23,250715899443428810396066382308277023013632352000000000000
43,5,24,50912791858641978026119737611598167601351552000000000000
