Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
20,52,0,801162620741825979937427758600601442880828707043513171353600
21,50,1,503095024717517490476360087083357766676861534577692447129600
22,48,2,328164735748786294391245646641625662925763581263336014643200
23,46,3,221462086024670725198538877292406048943592643186709928243200
24,44,4,154019492972573171483019073007009110249791830951730756403200
25,42,5,109974582591736118489757478125221959564965295278721228800000
26,40,6,80337594146365671359419607812024927835733472892459059200000
27,38,7,59849801427362194598303843144049675241162964216480025600000
28,36,8,45343427440123937380143015593745789530573675295293721600000
29,34,9,34856687303285679017592003806806355472286332044597913600000
30,32,10,27141314202561176805846175613947144223690337599742720000000
31,30,11,21380769063238286165256270592023050085405482230809600000000
32,28,12,17025230643065649367324778863323983464798948451262720000000
33,26,13,13693232074585987987163629952979459100880849633026560000000
34,24,14,11112096463740426626884976314721116338675009335128320000000
35,22,15,9081131666412139760186256053672542522259350449264000000000
36,20,16,7448239541404576499919415072385426071657130521008000000000
37,18,17,6094695070795607177901127283297357167842820842912000000000
38,16,18,4925618576616624868409287301406716704556404889088000000000
39,14,19,3865920986039535986870425585856192637042129921000000000000
40,12,20,2863780846674936174781551555304465341253569297600000000000
41,10,21,1905397254064554445413232712174350543766940043200000000000
42,8,22,1040592601973107259476422410623947623940303475200000000000
43,6,23,392346702260659743163785227969378379077915397600000000000
44,4,24,70005088805632719785914639215947480451858384000000000000
