Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
5,27,40,218799620836917120
6,25,41,3884160790412622720
7,23,42,40551512395882728240
8,21,43,320373636471068019840
9,19,44,2080638473539908522240
10,17,45,11447609014545159456000
11,15,46,54131327173474019469000
12,13,47,225635039179170753132000
13,11,48,842590960589408062032000
14,9,49,2776586000791536565632000
15,7,50,7314903638561830311000000
16,5,51,9642535215546817584000000
17,3,52,2564380604856614544000000
