Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
5,31,36,458968671308906478720
6,29,37,5788927434896207521920
7,27,38,42444519080213614684320
8,25,39,232811093086396982277120
9,23,40,1039499203384595086405272
10,21,41,3909413264406870250550520
11,19,42,12629144437872631508679840
12,17,43,35933718684209828466544560
13,15,44,91987685673958577682030852
14,13,45,213943616289043008708920580
15,11,46,448316189245197975045544200
16,9,47,814594953994987900875940800
17,7,48,1167753129166800167432641200
18,5,49,1086973323166447072169814000
19,3,50,484578993243980574379440000
20,1,51,81166344769584239665500000
