Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
8,44,20,2575954200994299193032418651117240320
9,42,21,21713169977514314762410683217768366080
10,40,22,105658316370710913530711898547037798400
11,38,23,389340578072430758436421835345530060800
12,36,24,1204005042945019693829123481801325132800
13,34,25,3286299488423233480753856811308967168000
14,32,26,8138619940172027140943356009000022784000
15,30,27,18584791449552710714409390455357255040000
16,28,28,39541787650740339170837472487005360000000
17,26,29,79038998989581835997602189331786714880000
18,24,30,149610791890870745153939142938474659200000
19,22,31,270169143478316787896855139492671054400000
20,20,32,468043237123392824339374794897551520000000
21,18,33,779453799441259558879647369911749824000000
22,16,34,1242847086408329355612740110433564160000000
23,14,35,1870769062391275498311925830819054000000000
24,12,36,2572569010441513715392020372085733760000000
25,10,37,3010759352275791689061390687882096000000000
26,8,38,2557626753938170047308111610273600000000000
27,6,39,1116792669841802005434746920612056000000000
28,4,40,151767592484810988896199348559200000000000
