Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
9,50,13,49120458506088132224064306071170476903628800
10,48,14,279184646815215200497998147771856690156339200
11,46,15,928852300252554090415013662654538905200230400
12,44,16,2374618007037714917249883764208714484174848000
13,42,17,5174555013888023241483883809481836369298575360
14,40,18,10120694815570475799014383399879810720922941440
15,38,19,18287866362928980562749973625972698776493900800
16,36,20,31061309351930782509957751999941243820305408000
17,34,21,50128206474185653647447222789312143445417984000
18,32,22,77437830378946815829901382032966666402442240000
19,30,23,115168183155112898270557768556963925522170496000
20,28,24,165749535985669862093808618853807312830589440000
21,26,25,231940452202390214903281633730952347490336000000
22,24,26,316849658841544140932990325496379771652720000000
23,22,27,423658926453941629550798782202402717377944000000
24,20,28,554575539156831084742695387473939378411040000000
25,18,29,708139448806943158669064572897429564660800000000
26,16,30,873438476224413614757527031506753417424000000000
27,14,31,1019667492045967578274583679400902128070000000000
28,12,32,1082781420676120717530352947322554796992000000000
29,10,33,966881112871333376932620616024185468096000000000
30,8,34,617662950962319399539880269347171936320000000000
31,6,35,208980398058594278867301165511101004800000000000
32,4,36,24113122852914724484688596020511654400000000000
