Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
15,57,0,56677390204595914515297381181819037421314599354109018112000
16,55,1,29233057015925056291852861809147481665884892424426841702400
17,53,2,15960263486381633484049857871058667994110102954460466380800
18,51,3,9175188739454628634243957086521932595915407331619746611200
19,49,4,5525869285248266590389683485613558275233774347253507686400
20,47,5,3469575935001607008977486209993129492034521655156981760000
21,45,6,2260464911664025515778788144219360446092602184697241600000
22,43,7,1521279934066423363408595953547207104581654866066104320000
23,41,8,1053109684333866033294772976543515884385487214234009600000
24,39,9,746995651188567807282948003612638589830724890292387840000
25,37,10,541112376809390947098958385002049996578216778956800000000
26,35,11,399203264933795833464308855519585233525698214133760000000
27,33,12,299322946944016693867175852657516644177988384194560000000
28,31,13,227765866275990481362920738956993189786002426839040000000
29,29,14,175699213602374873240418157736637153712822649856000000000
30,27,15,137251410896563623747383812066850412494044984320000000000
31,25,16,108401772101640818660092336025145709874407219200000000000
32,23,17,86317161999381448742180792100940273430484221952000000000
33,21,18,68942149748514957803684699920516850405930434560000000000
34,19,19,54739739947657639733112382670149537884127100928000000000
35,17,20,42535198170125971753467540249948341924020224000000000000
36,15,21,31457435494740207275658928021742688266104012800000000000
37,13,22,21013783757780178817351028306104299037893427200000000000
38,11,23,11359468233707911289077441871402259690486988800000000000
39,9,24,3696447735624601921351858431244790387392512000000000000
