Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
36,36,0,5636437566355865706613736476429172532701721810900330790041600
37,34,1,4982513111374206364189675459990911082090428981488793477273600
38,32,2,4425785927279564351108520126721333521809407432333878474393600
39,30,3,3943864998594257127548589226254105454607548424350254612633600
40,28,4,3521886819560563800581661553689927500070638065999784859110400
41,26,5,3150106012771784886498965887216230681709991702754840222182400
42,24,6,2821941750337335157214526405261344539872398251204604630400000
43,22,7,2532420061717534935686461844427640269681021335146192397491200
44,20,8,2277020101009337664085291183619900837047908988005803761274880
45,18,9,2050897675460011712163365293401704223502224169090082423347200
46,16,10,1848396270076480122087027201595185119416047197008362605952000
47,14,11,1662738772922574504592941037847718491946800661794423956608000
48,12,12,1485859523610608869882872564611581339642892783462694479232000
49,10,13,1308509227323280082709595047999792320431247535859547061120000
50,8,14,1121079367682551888825539745673489431654412523596320694400000
51,6,15,916025491505679818969582171236712252557448394849107280000000
52,4,16,692891750349379945270201695183199897803354667679540496000000
53,2,17,465162025653957584627583377364953870413456828523350800000000
54,0,18,262376064774530088125550446462708440534280173067154960000000
