Blue-Blue,Blue-Red,Red-Red,Number Ways Achieve Max Districts {max_districts}
44,28,0,6396985528646441595003332825736441906133551900500358138969600
45,26,1,6100188415879741958819085546284115429842833219381277352921600
46,24,2,5795720216189921140901544911714405487816208506123385064140800
47,22,3,5487763890758534546950627121083435992177611150212288198963200
48,20,4,5182492053265918942407666842954962511776760045725079755729920
49,18,5,4885824783725767104415422773871190437020998328837516653317120
50,16,6,4601426130395149103395036851893652930556882154388819938688000
51,14,7,4329163667304514690871941194260627480807996005489245668736000
52,12,8,4063971319132856748571136462256557880713826317151912291225600
53,10,9,3794973128165173114980933732895874139031109284030683834316800
54,8,10,3504968714244400701457799335148222657696635088125816515763200
55,6,11,3171063242340323691523497947472818643705731028646414909824000
56,4,12,2768454582481357796726055071751944758528919279764252015488000
57,2,13,2280701063876308351990381475223177529257370394401620162432000
58,0,14,1718361471504031069386949128792254470209079500501771270528000
