Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,810,342,False
1,808,343,False
2,806,344,False
3,804,345,False
4,802,346,False
5,800,347,False
6,798,348,False
7,796,349,False
8,794,350,False
9,792,351,False
10,790,352,False
11,788,353,False
12,786,354,False
13,784,355,False
14,782,356,False
15,780,357,False
16,778,358,False
17,776,359,False
18,774,360,False
19,772,361,False
20,770,362,False
21,768,363,False
22,766,364,False
23,764,365,False
24,762,366,False
25,760,367,False
26,758,368,False
27,756,369,False
28,754,370,False
29,752,371,False
30,750,372,False
31,748,373,False
32,746,374,True
33,744,375,True
34,742,376,True
35,740,377,True
36,738,378,True
37,736,379,True
38,734,380,True
39,732,381,True
40,730,382,True
41,728,383,True
42,726,384,True
43,724,385,True
44,722,386,True
45,720,387,True
46,718,388,True
47,716,389,True
48,714,390,True
49,712,391,True
50,710,392,True
51,708,393,True
52,706,394,True
53,704,395,True
54,702,396,True
55,700,397,True
56,698,398,True
57,696,399,True
58,694,400,True
59,692,401,True
60,690,402,True
61,688,403,True
62,686,404,True
63,684,405,True
64,682,406,True
65,680,407,True
66,678,408,True
67,676,409,True
68,674,410,True
69,672,411,True
70,670,412,True
71,668,413,True
72,666,414,True
73,664,415,True
74,662,416,True
75,660,417,True
76,658,418,True
77,656,419,True
78,654,420,True
79,652,421,True
80,650,422,True
81,648,423,True
82,646,424,True
83,644,425,True
84,642,426,True
85,640,427,True
86,638,428,True
87,636,429,True
88,634,430,True
89,632,431,True
90,630,432,True
91,628,433,True
92,626,434,True
93,624,435,True
94,622,436,True
95,620,437,True
96,618,438,True
97,616,439,True
98,614,440,True
99,612,441,True
100,610,442,True
101,608,443,True
102,606,444,True
103,604,445,True
104,602,446,True
105,600,447,True
106,598,448,True
107,596,449,True
108,594,450,True
109,592,451,True
110,590,452,True
111,588,453,True
112,586,454,True
113,584,455,True
114,582,456,True
115,580,457,True
116,578,458,True
117,576,459,True
118,574,460,True
119,572,461,True
120,570,462,True
121,568,463,True
122,566,464,True
123,564,465,True
124,562,466,True
125,560,467,True
126,558,468,True
127,556,469,True
128,554,470,True
129,552,471,True
130,550,472,True
131,548,473,True
132,546,474,True
133,544,475,True
134,542,476,True
135,540,477,True
136,538,478,True
137,536,479,True
138,534,480,True
139,532,481,True
140,530,482,True
141,528,483,True
142,526,484,True
143,524,485,True
144,522,486,True
145,520,487,True
146,518,488,True
147,516,489,True
148,514,490,True
149,512,491,True
150,510,492,True
151,508,493,True
152,506,494,True
153,504,495,True
154,502,496,True
155,500,497,True
156,498,498,True
157,496,499,True
158,494,500,True
159,492,501,True
160,490,502,True
161,488,503,True
162,486,504,True
163,484,505,True
164,482,506,True
165,480,507,True
166,478,508,True
167,476,509,True
168,474,510,True
169,472,511,True
170,470,512,True
171,468,513,True
172,466,514,True
173,464,515,True
174,462,516,True
175,460,517,True
176,458,518,True
177,456,519,True
178,454,520,True
179,452,521,True
180,450,522,True
181,448,523,True
182,446,524,True
183,444,525,True
184,442,526,True
185,440,527,True
186,438,528,True
187,436,529,True
188,434,530,True
189,432,531,True
190,430,532,True
191,428,533,True
192,426,534,True
193,424,535,True
194,422,536,True
195,420,537,True
196,418,538,True
197,416,539,True
198,414,540,True
199,412,541,True
200,410,542,True
201,408,543,True
202,406,544,True
203,404,545,True
204,402,546,True
205,400,547,True
206,398,548,True
207,396,549,True
208,394,550,True
209,392,551,True
210,390,552,True
211,388,553,True
212,386,554,True
213,384,555,True
214,382,556,True
215,380,557,True
216,378,558,True
217,376,559,True
218,374,560,True
219,372,561,True
220,370,562,True
221,368,563,True
222,366,564,True
223,364,565,True
224,362,566,True
225,360,567,True
226,358,568,True
227,356,569,True
228,354,570,True
229,352,571,True
230,350,572,True
231,348,573,True
232,346,574,True
233,344,575,True
234,342,576,True
235,340,577,True
236,338,578,True
237,336,579,True
238,334,580,True
239,332,581,True
240,330,582,True
241,328,583,True
242,326,584,True
243,324,585,True
244,322,586,True
245,320,587,True
246,318,588,True
247,316,589,True
248,314,590,True
249,312,591,True
250,310,592,True
251,308,593,True
252,306,594,True
253,304,595,True
254,302,596,True
255,300,597,True
256,298,598,True
257,296,599,True
258,294,600,True
259,292,601,True
260,290,602,True
261,288,603,True
262,286,604,True
263,284,605,True
264,282,606,True
265,280,607,True
266,278,608,True
267,276,609,True
268,274,610,True
269,272,611,True
270,270,612,True
271,268,613,True
272,266,614,True
273,264,615,True
274,262,616,True
275,260,617,True
276,258,618,True
277,256,619,True
278,254,620,True
279,252,621,True
280,250,622,True
281,248,623,True
282,246,624,True
283,244,625,True
284,242,626,True
285,240,627,True
286,238,628,True
287,236,629,True
288,234,630,True
289,232,631,True
290,230,632,True
291,228,633,True
292,226,634,True
293,224,635,True
294,222,636,True
295,220,637,True
296,218,638,True
297,216,639,True
298,214,640,True
299,212,641,True
300,210,642,True
301,208,643,True
302,206,644,True
303,204,645,True
304,202,646,True
305,200,647,True
306,198,648,True
307,196,649,True
308,194,650,True
309,192,651,True
310,190,652,True
311,188,653,True
312,186,654,True
313,184,655,True
314,182,656,True
315,180,657,True
316,178,658,True
317,176,659,True
318,174,660,True
319,172,661,True
320,170,662,True
321,168,663,True
322,166,664,True
323,164,665,True
324,162,666,True
325,160,667,True
326,158,668,True
327,156,669,True
328,154,670,True
329,152,671,True
330,150,672,True
331,148,673,True
332,146,674,True
333,144,675,True
334,142,676,True
335,140,677,True
336,138,678,True
337,136,679,True
338,134,680,True
339,132,681,True
340,130,682,True
341,128,683,True
342,126,684,True
343,124,685,True
344,122,686,True
345,120,687,True
346,118,688,True
347,116,689,True
348,114,690,True
349,112,691,True
350,110,692,True
351,108,693,True
352,106,694,True
353,104,695,True
354,102,696,True
355,100,697,True
356,98,698,True
357,96,699,True
358,94,700,True
359,92,701,True
360,90,702,True
361,88,703,True
362,86,704,True
363,84,705,True
364,82,706,True
365,80,707,True
366,78,708,True
367,76,709,True
368,74,710,True
369,72,711,True
370,70,712,True
371,68,713,True
372,66,714,True
373,64,715,True
374,62,716,True
375,60,717,True
376,58,718,True
377,56,719,True
378,54,720,True
379,52,721,True
380,50,722,True
381,48,723,True
382,46,724,True
383,44,725,True
384,42,726,True
385,40,727,True
386,38,728,True
387,36,729,True
388,34,730,True
389,32,731,True
390,30,732,True
391,28,733,True
392,26,734,True
393,24,735,True
394,22,736,True
395,20,737,False
396,18,738,False
397,16,739,False
398,14,740,False
399,12,741,False
400,10,742,False
401,8,743,False
402,6,744,False
403,4,745,False
404,2,746,False
405,0,747,False
