Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,789,363,False
1,787,364,False
2,785,365,False
3,783,366,False
4,781,367,False
5,779,368,False
6,777,369,False
7,775,370,False
8,773,371,False
9,771,372,False
10,769,373,False
11,767,374,False
12,765,375,False
13,763,376,False
14,761,377,False
15,759,378,False
16,757,379,False
17,755,380,False
18,753,381,False
19,751,382,False
20,749,383,False
21,747,384,False
22,745,385,False
23,743,386,False
24,741,387,False
25,739,388,False
26,737,389,False
27,735,390,False
28,733,391,False
29,731,392,False
30,729,393,False
31,727,394,True
32,725,395,True
33,723,396,True
34,721,397,True
35,719,398,True
36,717,399,True
37,715,400,True
38,713,401,True
39,711,402,True
40,709,403,True
41,707,404,True
42,705,405,True
43,703,406,True
44,701,407,True
45,699,408,True
46,697,409,True
47,695,410,True
48,693,411,True
49,691,412,True
50,689,413,True
51,687,414,True
52,685,415,True
53,683,416,True
54,681,417,True
55,679,418,True
56,677,419,True
57,675,420,True
58,673,421,True
59,671,422,True
60,669,423,True
61,667,424,True
62,665,425,True
63,663,426,True
64,661,427,True
65,659,428,True
66,657,429,True
67,655,430,True
68,653,431,True
69,651,432,True
70,649,433,True
71,647,434,True
72,645,435,True
73,643,436,True
74,641,437,True
75,639,438,True
76,637,439,True
77,635,440,True
78,633,441,True
79,631,442,True
80,629,443,True
81,627,444,True
82,625,445,True
83,623,446,True
84,621,447,True
85,619,448,True
86,617,449,True
87,615,450,True
88,613,451,True
89,611,452,True
90,609,453,True
91,607,454,True
92,605,455,True
93,603,456,True
94,601,457,True
95,599,458,True
96,597,459,True
97,595,460,True
98,593,461,True
99,591,462,True
100,589,463,True
101,587,464,True
102,585,465,True
103,583,466,True
104,581,467,True
105,579,468,True
106,577,469,True
107,575,470,True
108,573,471,True
109,571,472,True
110,569,473,True
111,567,474,True
112,565,475,True
113,563,476,True
114,561,477,True
115,559,478,True
116,557,479,True
117,555,480,True
118,553,481,True
119,551,482,True
120,549,483,True
121,547,484,True
122,545,485,True
123,543,486,True
124,541,487,True
125,539,488,True
126,537,489,True
127,535,490,True
128,533,491,True
129,531,492,True
130,529,493,True
131,527,494,True
132,525,495,True
133,523,496,True
134,521,497,True
135,519,498,True
136,517,499,True
137,515,500,True
138,513,501,True
139,511,502,True
140,509,503,True
141,507,504,True
142,505,505,True
143,503,506,True
144,501,507,True
145,499,508,True
146,497,509,True
147,495,510,True
148,493,511,True
149,491,512,True
150,489,513,True
151,487,514,True
152,485,515,True
153,483,516,True
154,481,517,True
155,479,518,True
156,477,519,True
157,475,520,True
158,473,521,True
159,471,522,True
160,469,523,True
161,467,524,True
162,465,525,True
163,463,526,True
164,461,527,True
165,459,528,True
166,457,529,True
167,455,530,True
168,453,531,True
169,451,532,True
170,449,533,True
171,447,534,True
172,445,535,True
173,443,536,True
174,441,537,True
175,439,538,True
176,437,539,True
177,435,540,True
178,433,541,True
179,431,542,True
180,429,543,True
181,427,544,True
182,425,545,True
183,423,546,True
184,421,547,True
185,419,548,True
186,417,549,True
187,415,550,True
188,413,551,True
189,411,552,True
190,409,553,True
191,407,554,True
192,405,555,True
193,403,556,True
194,401,557,True
195,399,558,True
196,397,559,True
197,395,560,True
198,393,561,True
199,391,562,True
200,389,563,True
201,387,564,True
202,385,565,True
203,383,566,True
204,381,567,True
205,379,568,True
206,377,569,True
207,375,570,True
208,373,571,True
209,371,572,True
210,369,573,True
211,367,574,True
212,365,575,True
213,363,576,True
214,361,577,True
215,359,578,True
216,357,579,True
