Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,1012,670,False
1,1010,671,False
2,1008,672,False
3,1006,673,False
4,1004,674,False
5,1002,675,False
6,1000,676,False
7,998,677,False
8,996,678,False
9,994,679,False
10,992,680,False
11,990,681,False
12,988,682,False
13,986,683,False
14,984,684,False
15,982,685,False
16,980,686,False
17,978,687,False
18,976,688,False
19,974,689,False
20,972,690,False
21,970,691,False
22,968,692,False
23,966,693,False
24,964,694,False
25,962,695,False
26,960,696,False
27,958,697,False
28,956,698,False
29,954,699,False
30,952,700,False
31,950,701,False
32,948,702,False
33,946,703,True
34,944,704,True
35,942,705,True
36,940,706,True
37,938,707,True
38,936,708,True
39,934,709,True
40,932,710,True
41,930,711,True
42,928,712,True
43,926,713,True
44,924,714,True
45,922,715,True
46,920,716,True
47,918,717,True
48,916,718,True
49,914,719,True
50,912,720,True
51,910,721,True
52,908,722,True
53,906,723,True
54,904,724,True
55,902,725,True
56,900,726,True
57,898,727,True
58,896,728,True
59,894,729,True
60,892,730,True
61,890,731,True
62,888,732,True
63,886,733,True
64,884,734,True
65,882,735,True
66,880,736,True
67,878,737,True
68,876,738,True
69,874,739,True
70,872,740,True
71,870,741,True
72,868,742,True
73,866,743,True
74,864,744,True
75,862,745,True
76,860,746,True
77,858,747,True
78,856,748,True
79,854,749,True
80,852,750,True
81,850,751,True
82,848,752,True
83,846,753,True
84,844,754,True
85,842,755,True
86,840,756,True
87,838,757,True
88,836,758,True
89,834,759,True
90,832,760,True
91,830,761,True
92,828,762,True
93,826,763,True
94,824,764,True
95,822,765,True
96,820,766,True
97,818,767,True
98,816,768,True
99,814,769,True
100,812,770,True
101,810,771,True
102,808,772,True
103,806,773,True
104,804,774,True
105,802,775,True
106,800,776,True
107,798,777,True
108,796,778,True
109,794,779,True
110,792,780,True
111,790,781,True
112,788,782,True
113,786,783,True
114,784,784,True
115,782,785,True
116,780,786,True
117,778,787,True
118,776,788,True
119,774,789,True
120,772,790,True
121,770,791,True
122,768,792,True
123,766,793,True
124,764,794,True
125,762,795,True
126,760,796,True
127,758,797,True
128,756,798,True
129,754,799,True
130,752,800,True
131,750,801,True
132,748,802,True
133,746,803,True
134,744,804,True
135,742,805,True
136,740,806,True
