Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
1284,398,0,True
1285,396,1,True
1286,394,2,True
1287,392,3,True
1288,390,4,True
1289,388,5,True
1290,386,6,True
1291,384,7,True
1292,382,8,True
1293,380,9,True
1294,378,10,True
1295,376,11,True
1296,374,12,True
1297,372,13,True
1298,370,14,True
1299,368,15,True
1300,366,16,True
1301,364,17,True
1302,362,18,True
1303,360,19,True
1304,358,20,True
1305,356,21,True
1306,354,22,True
1307,352,23,True
1308,350,24,True
1309,348,25,True
1310,346,26,True
1311,344,27,True
1312,342,28,True
1313,340,29,True
1314,338,30,True
1315,336,31,True
1316,334,32,True
1317,332,33,True
1318,330,34,True
1319,328,35,True
1320,326,36,True
1321,324,37,True
1322,322,38,True
1323,320,39,True
1324,318,40,True
1325,316,41,True
1326,314,42,True
1327,312,43,True
1328,310,44,True
1329,308,45,True
1330,306,46,True
1331,304,47,True
1332,302,48,True
1333,300,49,True
1334,298,50,True
1335,296,51,True
1336,294,52,True
1337,292,53,True
1338,290,54,True
1339,288,55,True
1340,286,56,True
1341,284,57,True
1342,282,58,True
1343,280,59,True
1344,278,60,True
1345,276,61,True
1346,274,62,True
1347,272,63,True
1348,270,64,True
1349,268,65,True
1350,266,66,True
1351,264,67,True
1352,262,68,True
1353,260,69,True
1354,258,70,True
1355,256,71,True
1356,254,72,True
1357,252,73,True
1358,250,74,True
1359,248,75,True
1360,246,76,True
1361,244,77,True
1362,242,78,True
1363,240,79,True
1364,238,80,True
1365,236,81,True
1366,234,82,True
1367,232,83,True
1368,230,84,True
1369,228,85,True
1370,226,86,True
1371,224,87,True
1372,222,88,True
1373,220,89,True
1374,218,90,True
1375,216,91,True
1376,214,92,True
1377,212,93,True
1378,210,94,True
1379,208,95,True
1380,206,96,True
1381,204,97,True
1382,202,98,True
1383,200,99,True
1384,198,100,True
1385,196,101,True
1386,194,102,True
1387,192,103,True
1388,190,104,True
1389,188,105,True
1390,186,106,True
1391,184,107,True
1392,182,108,True
1393,180,109,True
1394,178,110,True
1395,176,111,True
1396,174,112,True
1397,172,113,True
1398,170,114,True
1399,168,115,True
1400,166,116,True
1401,164,117,True
1402,162,118,True
1403,160,119,True
1404,158,120,True
1405,156,121,True
1406,154,122,True
1407,152,123,True
1408,150,124,True
1409,148,125,True
1410,146,126,True
1411,144,127,True
1412,142,128,True
1413,140,129,True
1414,138,130,True
1415,136,131,True
1416,134,132,True
1417,132,133,True
1418,130,134,True
1419,128,135,True
1420,126,136,True
1421,124,137,True
1422,122,138,True
1423,120,139,True
1424,118,140,True
1425,116,141,True
1426,114,142,True
1427,112,143,True
1428,110,144,True
1429,108,145,True
1430,106,146,True
1431,104,147,True
1432,102,148,True
1433,100,149,True
1434,98,150,True
1435,96,151,True
1436,94,152,True
1437,92,153,True
1438,90,154,True
1439,88,155,True
1440,86,156,True
1441,84,157,True
1442,82,158,True
1443,80,159,True
1444,78,160,True
1445,76,161,True
1446,74,162,True
1447,72,163,True
1448,70,164,True
1449,68,165,True
1450,66,166,True
1451,64,167,True
1452,62,168,True
1453,60,169,True
1454,58,170,True
1455,56,171,True
1456,54,172,True
1457,52,173,True
1458,50,174,True
1459,48,175,True
1460,46,176,True
1461,44,177,True
1462,42,178,True
1463,40,179,True
1464,38,180,True
1465,36,181,True
1466,34,182,True
1467,32,183,True
1468,30,184,True
1469,28,185,True
1470,26,186,True
1471,24,187,True
1472,22,188,True
1473,20,189,True
1474,18,190,True
1475,16,191,True
1476,14,192,True
1477,12,193,True
1478,10,194,True
1479,8,195,True
1480,6,196,True
1481,4,197,True
1482,2,198,True
1483,0,199,True
