Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,322,478,False
1,320,479,False
2,318,480,False
3,316,481,False
4,314,482,False
5,312,483,False
6,310,484,False
7,308,485,False
8,306,486,False
9,304,487,False
10,302,488,False
11,300,489,False
12,298,490,False
13,296,491,False
14,294,492,False
15,292,493,True
16,290,494,True
17,288,495,True
18,286,496,True
19,284,497,True
20,282,498,True
21,280,499,True
22,278,500,True
23,276,501,True
24,274,502,True
25,272,503,True
26,270,504,True
27,268,505,True
28,266,506,True
29,264,507,True
30,262,508,True
31,260,509,True
32,258,510,True
33,256,511,True
34,254,512,True
35,252,513,True
36,250,514,True
37,248,515,True
38,246,516,True
39,244,517,True
40,242,518,True
41,240,519,True
42,238,520,True
43,236,521,True
44,234,522,True
45,232,523,True
46,230,524,True
47,228,525,True
48,226,526,True
49,224,527,True
50,222,528,True
51,220,529,True
52,218,530,True
53,216,531,True
54,214,532,True
55,212,533,True
56,210,534,True
57,208,535,True
58,206,536,True
59,204,537,True
60,202,538,True
61,200,539,True
62,198,540,True
63,196,541,True
64,194,542,True
65,192,543,True
66,190,544,True
67,188,545,True
68,186,546,True
69,184,547,True
70,182,548,True
71,180,549,True
72,178,550,True
73,176,551,True
74,174,552,True
75,172,553,True
76,170,554,True
77,168,555,True
78,166,556,True
79,164,557,True
80,162,558,True
81,160,559,True
82,158,560,True
83,156,561,True
84,154,562,True
85,152,563,True
86,150,564,True
87,148,565,True
88,146,566,True
89,144,567,True
90,142,568,True
91,140,569,True
92,138,570,True
93,136,571,True
94,134,572,True
95,132,573,True
96,130,574,True
97,128,575,True
98,126,576,True
99,124,577,True
100,122,578,True
101,120,579,True
102,118,580,True
103,116,581,True
104,114,582,True
105,112,583,True
106,110,584,True
107,108,585,True
108,106,586,True
109,104,587,True
110,102,588,True
111,100,589,True
112,98,590,True
113,96,591,True
114,94,592,True
115,92,593,True
116,90,594,True
117,88,595,True
118,86,596,True
119,84,597,True
120,82,598,True
121,80,599,True
122,78,600,True
123,76,601,True
124,74,602,True
125,72,603,True
126,70,604,True
127,68,605,True
128,66,606,True
129,64,607,True
130,62,608,True
131,60,609,True
132,58,610,True
133,56,611,True
134,54,612,True
135,52,613,True
136,50,614,True
137,48,615,True
138,46,616,True
139,44,617,True
140,42,618,True
141,40,619,True
142,38,620,True
143,36,621,True
144,34,622,True
145,32,623,True
146,30,624,True
147,28,625,True
148,26,626,True
149,24,627,True
150,22,628,True
151,20,629,True
152,18,630,True
153,16,631,True
154,14,632,True
155,12,633,True
156,10,634,True
157,8,635,True
158,6,636,False
159,4,637,False
160,2,638,False
161,0,639,False
