Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,490,968,False
1,488,969,False
2,486,970,False
3,484,971,False
4,482,972,False
5,480,973,False
6,478,974,False
7,476,975,False
8,474,976,False
9,472,977,False
10,470,978,False
11,468,979,False
12,466,980,False
13,464,981,False
14,462,982,False
15,460,983,False
16,458,984,False
17,456,985,True
18,454,986,True
19,452,987,True
20,450,988,True
21,448,989,True
22,446,990,True
23,444,991,True
24,442,992,True
25,440,993,True
26,438,994,True
27,436,995,True
28,434,996,True
29,432,997,True
30,430,998,True
31,428,999,True
32,426,1000,True
33,424,1001,True
34,422,1002,True
35,420,1003,True
36,418,1004,True
37,416,1005,True
38,414,1006,True
39,412,1007,True
40,410,1008,True
41,408,1009,True
42,406,1010,True
43,404,1011,True
44,402,1012,True
45,400,1013,True
46,398,1014,True
47,396,1015,True
48,394,1016,True
49,392,1017,True
50,390,1018,True
51,388,1019,True
52,386,1020,True
53,384,1021,True
54,382,1022,True
55,380,1023,True
56,378,1024,True
57,376,1025,True
58,374,1026,True
59,372,1027,True
60,370,1028,True
61,368,1029,True
62,366,1030,True
63,364,1031,True
64,362,1032,True
65,360,1033,True
66,358,1034,True
67,356,1035,True
68,354,1036,True
69,352,1037,True
70,350,1038,True
71,348,1039,True
72,346,1040,True
73,344,1041,True
74,342,1042,True
75,340,1043,True
76,338,1044,True
77,336,1045,True
78,334,1046,True
79,332,1047,True
80,330,1048,True
81,328,1049,True
82,326,1050,True
83,324,1051,True
84,322,1052,True
85,320,1053,True
86,318,1054,True
87,316,1055,True
88,314,1056,True
89,312,1057,True
90,310,1058,True
91,308,1059,True
92,306,1060,True
93,304,1061,True
94,302,1062,True
95,300,1063,True
96,298,1064,True
97,296,1065,True
98,294,1066,True
99,292,1067,True
100,290,1068,True
101,288,1069,True
102,286,1070,True
103,284,1071,True
104,282,1072,True
105,280,1073,True
106,278,1074,True
107,276,1075,True
108,274,1076,True
109,272,1077,True
110,270,1078,True
111,268,1079,True
112,266,1080,True
113,264,1081,True
114,262,1082,True
115,260,1083,True
116,258,1084,True
117,256,1085,True
118,254,1086,True
119,252,1087,True
120,250,1088,True
121,248,1089,True
122,246,1090,True
123,244,1091,True
124,242,1092,True
125,240,1093,True
126,238,1094,True
127,236,1095,True
128,234,1096,True
129,232,1097,True
130,230,1098,True
131,228,1099,True
132,226,1100,True
133,224,1101,True
134,222,1102,True
135,220,1103,True
136,218,1104,True
137,216,1105,True
138,214,1106,True
139,212,1107,True
140,210,1108,True
141,208,1109,True
142,206,1110,True
143,204,1111,True
144,202,1112,True
145,200,1113,True
146,198,1114,True
147,196,1115,True
148,194,1116,True
149,192,1117,True
150,190,1118,True
151,188,1119,True
152,186,1120,True
153,184,1121,True
154,182,1122,True
155,180,1123,True
156,178,1124,True
157,176,1125,True
158,174,1126,True
159,172,1127,True
160,170,1128,True
161,168,1129,True
162,166,1130,True
163,164,1131,True
164,162,1132,True
165,160,1133,True
166,158,1134,True
167,156,1135,True
168,154,1136,True
169,152,1137,True
170,150,1138,True
171,148,1139,True
172,146,1140,True
173,144,1141,True
174,142,1142,True
175,140,1143,True
176,138,1144,True
177,136,1145,True
178,134,1146,True
179,132,1147,True
180,130,1148,True
181,128,1149,True
182,126,1150,True
183,124,1151,True
184,122,1152,True
185,120,1153,True
186,118,1154,True
187,116,1155,True
188,114,1156,True
189,112,1157,True
190,110,1158,True
191,108,1159,True
192,106,1160,True
193,104,1161,True
194,102,1162,True
195,100,1163,True
196,98,1164,True
197,96,1165,True
198,94,1166,True
199,92,1167,True
200,90,1168,True
201,88,1169,True
202,86,1170,True
203,84,1171,True
204,82,1172,True
205,80,1173,True
206,78,1174,True
207,76,1175,True
208,74,1176,True
209,72,1177,True
210,70,1178,True
211,68,1179,True
212,66,1180,True
213,64,1181,True
214,62,1182,True
215,60,1183,True
216,58,1184,True
217,56,1185,True
218,54,1186,True
219,52,1187,True
220,50,1188,True
221,48,1189,True
222,46,1190,True
223,44,1191,True
224,42,1192,True
225,40,1193,True
226,38,1194,True
227,36,1195,True
228,34,1196,True
229,32,1197,True
230,30,1198,True
231,28,1199,True
232,26,1200,True
233,24,1201,True
234,22,1202,True
235,20,1203,True
236,18,1204,True
237,16,1205,True
238,14,1206,True
239,12,1207,True
240,10,1208,True
241,8,1209,True
242,6,1210,True
243,4,1211,True
244,2,1212,True
245,0,1213,True
