Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,395,1405,False
1,393,1406,False
2,391,1407,False
3,389,1408,False
4,387,1409,False
5,385,1410,False
6,383,1411,False
7,381,1412,False
8,379,1413,False
9,377,1414,False
10,375,1415,False
11,373,1416,False
12,371,1417,True
13,369,1418,True
14,367,1419,True
15,365,1420,True
16,363,1421,True
17,361,1422,True
18,359,1423,True
19,357,1424,True
20,355,1425,True
21,353,1426,True
22,351,1427,True
23,349,1428,True
24,347,1429,True
25,345,1430,True
26,343,1431,True
27,341,1432,True
28,339,1433,True
29,337,1434,True
30,335,1435,True
31,333,1436,True
32,331,1437,True
33,329,1438,True
34,327,1439,True
35,325,1440,True
36,323,1441,True
37,321,1442,True
38,319,1443,True
39,317,1444,True
40,315,1445,True
41,313,1446,True
42,311,1447,True
43,309,1448,True
44,307,1449,True
45,305,1450,True
46,303,1451,True
47,301,1452,True
48,299,1453,True
49,297,1454,True
50,295,1455,True
51,293,1456,True
52,291,1457,True
53,289,1458,True
54,287,1459,True
55,285,1460,True
56,283,1461,True
57,281,1462,True
58,279,1463,True
59,277,1464,True
60,275,1465,True
61,273,1466,True
62,271,1467,True
63,269,1468,True
64,267,1469,True
65,265,1470,True
66,263,1471,True
67,261,1472,True
68,259,1473,True
69,257,1474,True
70,255,1475,True
71,253,1476,True
72,251,1477,True
73,249,1478,True
74,247,1479,True
75,245,1480,True
76,243,1481,True
77,241,1482,True
78,239,1483,True
79,237,1484,True
80,235,1485,True
81,233,1486,True
82,231,1487,True
83,229,1488,True
84,227,1489,True
85,225,1490,True
86,223,1491,True
87,221,1492,True
88,219,1493,True
89,217,1494,True
90,215,1495,True
91,213,1496,True
92,211,1497,True
93,209,1498,True
94,207,1499,True
95,205,1500,True
96,203,1501,True
97,201,1502,True
98,199,1503,True
99,197,1504,True
100,195,1505,True
101,193,1506,True
102,191,1507,True
103,189,1508,True
104,187,1509,True
105,185,1510,True
106,183,1511,True
107,181,1512,True
108,179,1513,True
109,177,1514,True
110,175,1515,True
111,173,1516,True
112,171,1517,True
113,169,1518,True
114,167,1519,True
115,165,1520,True
116,163,1521,True
117,161,1522,True
118,159,1523,True
119,157,1524,True
120,155,1525,True
121,153,1526,True
122,151,1527,True
123,149,1528,True
124,147,1529,True
125,145,1530,True
126,143,1531,True
127,141,1532,True
128,139,1533,True
129,137,1534,True
130,135,1535,True
131,133,1536,True
132,131,1537,True
133,129,1538,True
134,127,1539,True
135,125,1540,True
136,123,1541,True
137,121,1542,True
138,119,1543,True
139,117,1544,True
140,115,1545,True
141,113,1546,True
142,111,1547,True
143,109,1548,True
144,107,1549,True
145,105,1550,True
146,103,1551,True
147,101,1552,True
148,99,1553,True
149,97,1554,True
150,95,1555,True
151,93,1556,True
152,91,1557,True
153,89,1558,True
154,87,1559,True
155,85,1560,True
156,83,1561,True
157,81,1562,True
158,79,1563,True
159,77,1564,True
160,75,1565,True
161,73,1566,True
162,71,1567,True
163,69,1568,True
164,67,1569,True
165,65,1570,True
166,63,1571,True
167,61,1572,True
168,59,1573,True
169,57,1574,True
170,55,1575,True
171,53,1576,True
172,51,1577,True
173,49,1578,True
174,47,1579,True
175,45,1580,True
176,43,1581,True
177,41,1582,True
178,39,1583,True
179,37,1584,True
180,35,1585,True
181,33,1586,True
182,31,1587,True
183,29,1588,True
184,27,1589,True
185,25,1590,True
186,23,1591,True
187,21,1592,True
188,19,1593,True
189,17,1594,True
190,15,1595,True
191,13,1596,True
192,11,1597,True
193,9,1598,True
194,7,1599,True
195,5,1600,True
196,3,1601,True
197,1,1602,True
