Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,258,464,False
1,256,465,False
2,254,466,False
3,252,467,False
4,250,468,False
5,248,469,False
6,246,470,False
7,244,471,False
8,242,472,False
9,240,473,False
10,238,474,False
11,236,475,False
12,234,476,True
13,232,477,True
14,230,478,True
15,228,479,True
16,226,480,True
17,224,481,True
18,222,482,True
19,220,483,True
20,218,484,True
21,216,485,True
22,214,486,True
23,212,487,True
24,210,488,True
25,208,489,True
26,206,490,True
27,204,491,True
28,202,492,True
29,200,493,True
30,198,494,True
31,196,495,True
32,194,496,True
33,192,497,True
34,190,498,True
35,188,499,True
36,186,500,True
37,184,501,True
38,182,502,True
39,180,503,True
40,178,504,True
41,176,505,True
42,174,506,True
43,172,507,True
44,170,508,True
45,168,509,True
46,166,510,True
47,164,511,True
48,162,512,True
49,160,513,True
50,158,514,True
51,156,515,True
52,154,516,True
53,152,517,True
54,150,518,True
55,148,519,True
56,146,520,True
57,144,521,True
58,142,522,True
59,140,523,True
60,138,524,True
61,136,525,True
62,134,526,True
63,132,527,True
64,130,528,True
65,128,529,True
66,126,530,True
67,124,531,True
68,122,532,True
69,120,533,True
70,118,534,True
71,116,535,True
72,114,536,True
73,112,537,True
74,110,538,True
75,108,539,True
76,106,540,True
77,104,541,True
78,102,542,True
79,100,543,True
80,98,544,True
81,96,545,True
82,94,546,True
83,92,547,True
84,90,548,True
85,88,549,True
86,86,550,True
87,84,551,True
88,82,552,True
89,80,553,True
90,78,554,True
91,76,555,True
92,74,556,True
93,72,557,True
94,70,558,True
95,68,559,True
96,66,560,True
97,64,561,True
98,62,562,True
99,60,563,True
100,58,564,True
101,56,565,True
102,54,566,True
103,52,567,True
104,50,568,True
105,48,569,True
106,46,570,True
107,44,571,True
108,42,572,True
109,40,573,True
110,38,574,True
111,36,575,True
112,34,576,True
113,32,577,True
114,30,578,True
115,28,579,True
116,26,580,True
117,24,581,True
118,22,582,True
119,20,583,True
120,18,584,True
121,16,585,True
122,14,586,True
123,12,587,True
124,10,588,True
125,8,589,True
126,6,590,True
127,4,591,True
128,2,592,True
129,0,593,True
