Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,642,240,False
1,640,241,False
2,638,242,False
3,636,243,False
4,634,244,False
5,632,245,False
6,630,246,False
7,628,247,False
8,626,248,False
9,624,249,False
10,622,250,False
11,620,251,False
12,618,252,False
13,616,253,False
14,614,254,False
15,612,255,False
16,610,256,False
17,608,257,False
18,606,258,False
19,604,259,False
20,602,260,False
21,600,261,False
22,598,262,False
23,596,263,False
24,594,264,False
25,592,265,False
26,590,266,False
27,588,267,False
28,586,268,False
29,584,269,True
30,582,270,True
31,580,271,True
32,578,272,True
33,576,273,True
34,574,274,True
35,572,275,True
36,570,276,True
37,568,277,True
38,566,278,True
39,564,279,True
40,562,280,True
41,560,281,True
42,558,282,True
43,556,283,True
44,554,284,True
45,552,285,True
46,550,286,True
47,548,287,True
48,546,288,True
49,544,289,True
50,542,290,True
51,540,291,True
52,538,292,True
53,536,293,True
54,534,294,True
55,532,295,True
56,530,296,True
57,528,297,True
58,526,298,True
59,524,299,True
60,522,300,True
61,520,301,True
62,518,302,True
63,516,303,True
64,514,304,True
65,512,305,True
66,510,306,True
67,508,307,True
68,506,308,True
69,504,309,True
70,502,310,True
71,500,311,True
72,498,312,True
73,496,313,True
74,494,314,True
75,492,315,True
76,490,316,True
77,488,317,True
78,486,318,True
79,484,319,True
80,482,320,True
81,480,321,True
82,478,322,True
83,476,323,True
84,474,324,True
85,472,325,True
86,470,326,True
87,468,327,True
88,466,328,True
89,464,329,True
90,462,330,True
91,460,331,True
92,458,332,True
93,456,333,True
94,454,334,True
95,452,335,True
96,450,336,True
97,448,337,True
98,446,338,True
99,444,339,True
100,442,340,True
101,440,341,True
102,438,342,True
103,436,343,True
104,434,344,True
105,432,345,True
106,430,346,True
107,428,347,True
108,426,348,True
109,424,349,True
110,422,350,True
111,420,351,True
112,418,352,True
113,416,353,True
114,414,354,True
115,412,355,True
116,410,356,True
117,408,357,True
118,406,358,True
119,404,359,True
120,402,360,True
121,400,361,True
122,398,362,True
123,396,363,True
124,394,364,True
125,392,365,True
126,390,366,True
127,388,367,True
128,386,368,True
129,384,369,True
130,382,370,True
131,380,371,True
132,378,372,True
133,376,373,True
134,374,374,True
135,372,375,True
136,370,376,True
137,368,377,True
138,366,378,True
139,364,379,True
140,362,380,True
141,360,381,True
142,358,382,True
143,356,383,True
144,354,384,True
145,352,385,True
146,350,386,True
147,348,387,True
148,346,388,True
149,344,389,True
150,342,390,True
151,340,391,True
152,338,392,True
153,336,393,True
154,334,394,True
155,332,395,True
156,330,396,True
157,328,397,True
158,326,398,True
159,324,399,True
160,322,400,True
161,320,401,True
162,318,402,True
163,316,403,True
164,314,404,True
165,312,405,True
166,310,406,True
167,308,407,True
168,306,408,True
169,304,409,True
170,302,410,True
171,300,411,True
172,298,412,True
173,296,413,True
174,294,414,True
175,292,415,True
176,290,416,True
177,288,417,True
178,286,418,True
179,284,419,True
180,282,420,True
181,280,421,True
182,278,422,True
183,276,423,True
184,274,424,True
185,272,425,True
186,270,426,True
187,268,427,True
188,266,428,True
189,264,429,True
190,262,430,True
191,260,431,True
192,258,432,True
193,256,433,True
194,254,434,True
195,252,435,True
196,250,436,True
197,248,437,True
198,246,438,True
199,244,439,True
200,242,440,True
201,240,441,True
202,238,442,True
203,236,443,True
204,234,444,True
205,232,445,True
206,230,446,True
207,228,447,True
208,226,448,True
209,224,449,True
210,222,450,True
211,220,451,True
212,218,452,True
213,216,453,True
214,214,454,True
215,212,455,True
216,210,456,True
217,208,457,True
218,206,458,True
219,204,459,True
220,202,460,True
221,200,461,True
222,198,462,True
223,196,463,True
224,194,464,True
225,192,465,True
226,190,466,True
227,188,467,True
228,186,468,True
229,184,469,True
230,182,470,True
231,180,471,True
232,178,472,True
233,176,473,True
234,174,474,True
235,172,475,True
236,170,476,True
237,168,477,True
238,166,478,True
239,164,479,True
240,162,480,True
241,160,481,True
242,158,482,True
243,156,483,True
244,154,484,True
245,152,485,True
246,150,486,True
247,148,487,True
248,146,488,True
249,144,489,True
250,142,490,True
251,140,491,True
252,138,492,True
253,136,493,True
254,134,494,True
255,132,495,True
256,130,496,True
257,128,497,True
258,126,498,True
259,124,499,True
260,122,500,True
261,120,501,True
262,118,502,True
263,116,503,True
264,114,504,True
265,112,505,True
266,110,506,True
267,108,507,True
268,106,508,True
269,104,509,True
270,102,510,True
271,100,511,True
272,98,512,True
273,96,513,True
274,94,514,True
275,92,515,True
276,90,516,True
277,88,517,True
278,86,518,True
279,84,519,True
280,82,520,True
281,80,521,True
282,78,522,True
283,76,523,True
284,74,524,True
285,72,525,True
286,70,526,True
287,68,527,True
288,66,528,True
289,64,529,True
290,62,530,True
291,60,531,True
292,58,532,True
293,56,533,True
294,54,534,True
295,52,535,True
296,50,536,True
297,48,537,True
298,46,538,True
299,44,539,True
300,42,540,True
301,40,541,True
302,38,542,True
303,36,543,True
304,34,544,True
305,32,545,True
306,30,546,True
307,28,547,True
308,26,548,True
309,24,549,True
310,22,550,True
311,20,551,True
312,18,552,True
313,16,553,True
314,14,554,True
315,12,555,True
316,10,556,True
317,8,557,True
318,6,558,True
319,4,559,True
320,2,560,True
321,0,561,True
