Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,464,418,False
1,462,419,False
2,460,420,False
3,458,421,False
4,456,422,False
5,454,423,False
6,452,424,False
7,450,425,False
8,448,426,False
9,446,427,False
10,444,428,False
11,442,429,False
12,440,430,False
13,438,431,False
14,436,432,False
15,434,433,False
16,432,434,False
17,430,435,False
18,428,436,False
19,426,437,False
20,424,438,False
21,422,439,True
22,420,440,True
23,418,441,True
24,416,442,True
25,414,443,True
26,412,444,True
27,410,445,True
28,408,446,True
29,406,447,True
30,404,448,True
31,402,449,True
32,400,450,True
33,398,451,True
34,396,452,True
35,394,453,True
36,392,454,True
37,390,455,True
38,388,456,True
39,386,457,True
40,384,458,True
41,382,459,True
42,380,460,True
43,378,461,True
44,376,462,True
45,374,463,True
46,372,464,True
47,370,465,True
48,368,466,True
49,366,467,True
50,364,468,True
51,362,469,True
52,360,470,True
53,358,471,True
54,356,472,True
55,354,473,True
56,352,474,True
57,350,475,True
58,348,476,True
59,346,477,True
60,344,478,True
61,342,479,True
62,340,480,True
63,338,481,True
64,336,482,True
65,334,483,True
66,332,484,True
67,330,485,True
68,328,486,True
69,326,487,True
70,324,488,True
71,322,489,True
72,320,490,True
73,318,491,True
74,316,492,True
75,314,493,True
76,312,494,True
77,310,495,True
78,308,496,True
79,306,497,True
80,304,498,True
81,302,499,True
82,300,500,True
83,298,501,True
84,296,502,True
85,294,503,True
86,292,504,True
87,290,505,True
88,288,506,True
89,286,507,True
90,284,508,True
91,282,509,True
92,280,510,True
93,278,511,True
94,276,512,True
95,274,513,True
96,272,514,True
97,270,515,True
98,268,516,True
99,266,517,True
100,264,518,True
101,262,519,True
102,260,520,True
103,258,521,True
104,256,522,True
105,254,523,True
106,252,524,True
107,250,525,True
108,248,526,True
109,246,527,True
110,244,528,True
111,242,529,True
112,240,530,True
113,238,531,True
114,236,532,True
115,234,533,True
116,232,534,True
117,230,535,True
118,228,536,True
119,226,537,True
120,224,538,True
121,222,539,True
122,220,540,True
123,218,541,True
124,216,542,True
125,214,543,True
126,212,544,True
127,210,545,True
128,208,546,True
129,206,547,True
130,204,548,True
131,202,549,True
132,200,550,True
133,198,551,True
134,196,552,True
135,194,553,True
136,192,554,True
137,190,555,True
138,188,556,True
139,186,557,True
140,184,558,True
141,182,559,True
142,180,560,True
143,178,561,True
144,176,562,True
145,174,563,True
146,172,564,True
147,170,565,True
148,168,566,True
149,166,567,True
150,164,568,True
151,162,569,True
152,160,570,True
153,158,571,True
154,156,572,True
155,154,573,True
156,152,574,True
157,150,575,True
158,148,576,True
159,146,577,True
160,144,578,True
161,142,579,True
162,140,580,True
163,138,581,True
164,136,582,True
165,134,583,True
166,132,584,True
167,130,585,True
168,128,586,True
169,126,587,True
170,124,588,True
171,122,589,True
172,120,590,True
173,118,591,True
174,116,592,True
175,114,593,True
176,112,594,True
177,110,595,True
178,108,596,True
179,106,597,True
180,104,598,True
181,102,599,True
182,100,600,True
183,98,601,True
184,96,602,True
185,94,603,True
186,92,604,True
187,90,605,True
188,88,606,True
189,86,607,True
190,84,608,True
191,82,609,True
192,80,610,True
193,78,611,True
194,76,612,True
195,74,613,True
196,72,614,True
197,70,615,True
198,68,616,True
199,66,617,True
200,64,618,True
201,62,619,True
202,60,620,True
203,58,621,True
204,56,622,True
205,54,623,True
206,52,624,True
207,50,625,True
208,48,626,True
209,46,627,True
210,44,628,True
211,42,629,True
212,40,630,True
213,38,631,True
214,36,632,True
215,34,633,True
216,32,634,True
217,30,635,True
218,28,636,True
219,26,637,True
220,24,638,True
221,22,639,True
222,20,640,True
223,18,641,True
224,16,642,True
225,14,643,True
226,12,644,True
227,10,645,True
228,8,646,True
229,6,647,True
230,4,648,True
231,2,649,True
232,0,650,True
