Blue-Blue,Blue-Red,Red-Red,Max Districts Achievable?
0,607,745,False
1,605,746,False
2,603,747,False
3,601,748,False
4,599,749,False
5,597,750,False
6,595,751,False
7,593,752,False
8,591,753,False
9,589,754,False
10,587,755,False
11,585,756,False
12,583,757,False
13,581,758,False
14,579,759,False
15,577,760,False
16,575,761,False
17,573,762,False
18,571,763,False
19,569,764,False
20,567,765,False
21,565,766,False
22,563,767,True
23,561,768,True
24,559,769,True
25,557,770,True
26,555,771,True
27,553,772,True
28,551,773,True
29,549,774,True
30,547,775,True
31,545,776,True
32,543,777,True
33,541,778,True
34,539,779,True
35,537,780,True
36,535,781,True
37,533,782,True
38,531,783,True
39,529,784,True
40,527,785,True
41,525,786,True
42,523,787,True
43,521,788,True
44,519,789,True
45,517,790,True
46,515,791,True
47,513,792,True
48,511,793,True
49,509,794,True
50,507,795,True
51,505,796,True
52,503,797,True
53,501,798,True
54,499,799,True
55,497,800,True
56,495,801,True
57,493,802,True
58,491,803,True
59,489,804,True
60,487,805,True
61,485,806,True
62,483,807,True
63,481,808,True
64,479,809,True
65,477,810,True
66,475,811,True
67,473,812,True
68,471,813,True
69,469,814,True
70,467,815,True
71,465,816,True
72,463,817,True
73,461,818,True
74,459,819,True
75,457,820,True
76,455,821,True
77,453,822,True
78,451,823,True
79,449,824,True
80,447,825,True
81,445,826,True
82,443,827,True
83,441,828,True
84,439,829,True
85,437,830,True
86,435,831,True
87,433,832,True
88,431,833,True
89,429,834,True
90,427,835,True
91,425,836,True
92,423,837,True
93,421,838,True
94,419,839,True
95,417,840,True
96,415,841,True
97,413,842,True
98,411,843,True
99,409,844,True
100,407,845,True
101,405,846,True
102,403,847,True
103,401,848,True
104,399,849,True
105,397,850,True
106,395,851,True
107,393,852,True
108,391,853,True
109,389,854,True
110,387,855,True
111,385,856,True
112,383,857,True
113,381,858,True
114,379,859,True
115,377,860,True
116,375,861,True
117,373,862,True
118,371,863,True
119,369,864,True
120,367,865,True
121,365,866,True
122,363,867,True
123,361,868,True
124,359,869,True
125,357,870,True
126,355,871,True
127,353,872,True
128,351,873,True
129,349,874,True
130,347,875,True
131,345,876,True
132,343,877,True
133,341,878,True
134,339,879,True
135,337,880,True
136,335,881,True
137,333,882,True
138,331,883,True
139,329,884,True
140,327,885,True
141,325,886,True
142,323,887,True
143,321,888,True
144,319,889,True
145,317,890,True
146,315,891,True
147,313,892,True
148,311,893,True
149,309,894,True
150,307,895,True
151,305,896,True
152,303,897,True
153,301,898,True
154,299,899,True
155,297,900,True
156,295,901,True
157,293,902,True
158,291,903,True
159,289,904,True
160,287,905,True
161,285,906,True
162,283,907,True
163,281,908,True
164,279,909,True
165,277,910,True
166,275,911,True
167,273,912,True
168,271,913,True
169,269,914,True
170,267,915,True
171,265,916,True
172,263,917,True
173,261,918,True
174,259,919,True
175,257,920,True
176,255,921,True
177,253,922,True
178,251,923,True
179,249,924,True
180,247,925,True
181,245,926,True
182,243,927,True
183,241,928,True
184,239,929,True
185,237,930,True
186,235,931,True
187,233,932,True
188,231,933,True
189,229,934,True
190,227,935,True
191,225,936,True
192,223,937,True
193,221,938,True
194,219,939,True
195,217,940,True
196,215,941,True
197,213,942,True
198,211,943,True
199,209,944,True
200,207,945,True
201,205,946,True
202,203,947,True
203,201,948,True
204,199,949,True
205,197,950,True
206,195,951,True
207,193,952,True
208,191,953,True
209,189,954,True
210,187,955,True
211,185,956,True
212,183,957,True
213,181,958,True
214,179,959,True
215,177,960,True
216,175,961,True
217,173,962,True
218,171,963,True
219,169,964,True
220,167,965,True
221,165,966,True
222,163,967,True
223,161,968,True
224,159,969,True
225,157,970,True
226,155,971,True
227,153,972,True
228,151,973,True
229,149,974,True
230,147,975,True
231,145,976,True
232,143,977,True
233,141,978,True
234,139,979,True
235,137,980,True
236,135,981,True
237,133,982,True
238,131,983,True
239,129,984,True
240,127,985,True
241,125,986,True
242,123,987,True
243,121,988,True
244,119,989,True
245,117,990,True
246,115,991,True
247,113,992,True
248,111,993,True
249,109,994,True
250,107,995,True
251,105,996,True
252,103,997,True
253,101,998,True
254,99,999,True
255,97,1000,True
256,95,1001,True
257,93,1002,True
258,91,1003,True
259,89,1004,True
260,87,1005,True
261,85,1006,True
262,83,1007,True
263,81,1008,True
264,79,1009,True
265,77,1010,True
266,75,1011,True
267,73,1012,True
268,71,1013,True
269,69,1014,True
270,67,1015,True
271,65,1016,True
272,63,1017,True
273,61,1018,True
274,59,1019,True
275,57,1020,True
276,55,1021,True
277,53,1022,True
278,51,1023,True
279,49,1024,True
280,47,1025,True
281,45,1026,True
282,43,1027,True
283,41,1028,True
284,39,1029,True
285,37,1030,True
286,35,1031,True
287,33,1032,True
288,31,1033,True
289,29,1034,True
290,27,1035,True
291,25,1036,True
292,23,1037,True
293,21,1038,True
294,19,1039,True
295,17,1040,True
296,15,1041,True
297,13,1042,True
298,11,1043,True
299,9,1044,True
300,7,1045,False
301,5,1046,False
302,3,1047,False
303,1,1048,False
